source_video,target_video,source_start,source_end,target_start,target_end,group,category,is_duplicate
136eff8ef85eee42b2370ad6e444498980ba63a8.mp4,f30a503af68c95032a23557171ed7f788f0df018.flv,4.0,150.0,0.0,146.0,689,scent_of_woman_tango,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,ab12206048207553294916664d0ebf1cd9e81ef6.flv,23.0,30.0,18.0,25.0,16,beckham_70_yard_goal,True
75b4b9a9fc4801a2f625297c698e5eef4ec37cfe.flv,fbd257e13786ad8bc65da9830f99da038a845079.flv,96.0,105.0,408.0,416.0,677,scent_of_woman_tango,True
f8b09ea589093ea7fc20cb530963fe610e90fd12.flv,,0.0,5.0,,,,endless_love,False
d4ff86e0f64fcf4d664f3199e19bd6a38482c3e1.flv,e7957b138bcb543c63f100343c91d5731611c1ba.mp4,5.0,19.0,6.0,19.0,262,obama_kicks_door,True
0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,f8190a5d3e36b6bf01db0a4033c917c5cef93bcc.flv,2.0,9.0,9.0,16.0,784,t-mac_13_points_in_35_seconds,True
92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,154.0,160.0,32.0,36.0,785,t-mac_13_points_in_35_seconds,True
3ec7ab68ed6a1690d7c0074bc563d0dccac57726.flv,6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,72.0,76.0,4.0,8.0,213,maradona_hand_of_god,True
5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,73.0,80.0,40.0,45.0,765,t-mac_13_points_in_35_seconds,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,f98075fcebb2596c91cf6886b30a39521cc60855.flv,23.0,30.0,18.0,25.0,16,beckham_70_yard_goal,True
127dab55025984673f65d3a23b1fea99ecc79b15.mp4,7dd1b7a83128fb78f018c557d918b0670989457e.mp4,79.0,109.0,17.0,47.0,95,dove_evolution_commercial,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,60b45a875979efba30700f8e55728d17f0857212.flv,8.0,12.0,260.0,264.0,844,t-mac_13_points_in_35_seconds,True
9067be820dde81e11fc69146317995110f408627.flv,,877.0,892.0,,,,the_last_samurai_last_battle,False
813837205d30049992f5fce833fcc668229cd204.flv,d1a19730dcc2b5ea5bec61756c452772aae031dd.flv,321.0,461.0,0.0,140.0,686,scent_of_woman_tango,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,f150e062960b477adcac3f12ef4543337f5a91a4.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
69bcf906c79504494d9f23192f4801b61b4fd966.flv,8cd04dbb4576f83ebe1f480d6a33a24c3a5882bd.flv,32.0,71.0,0.0,39.0,526,president_obama_takes_oath,True
0056649006c7a250cb4174f1e924768ba2c9d599.flv,1f4f6311bb4acc0bc72e4a915a32093a7a85741c.flv,54.0,58.0,26.0,30.0,17,beckham_70_yard_goal,True
375e6b7b7b63d2a84798226ef0cef8f50135e90a.flv,3ec7ab68ed6a1690d7c0074bc563d0dccac57726.flv,17.0,21.0,78.0,86.0,220,maradona_hand_of_god,True
3ec7ab68ed6a1690d7c0074bc563d0dccac57726.flv,5c4792c066b3e445d46c603878b1be0a33808111.flv,62.0,70.0,1.0,9.0,211,maradona_hand_of_god,True
031dacfeacdc715e755c01f4d37b49577336006e.mp4,67f1feff7f624cf0b9ac2ebaf49f547a922b4971.flv,2.0,24.0,86.0,108.0,175,infernal_affairs_1,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,9f6c4b5fb07564529bd75142e29757b36770359c.flv,0.0,60.0,0.0,60.0,276,obama_kicks_door,True
e2cecbbd4e5683a610152e4b0e83deaa5090384a.flv,fca7e9c46b6ec4b8cb53ff17d93bef484a341c5b.flv,0.0,48.0,13.0,61.0,424,president_obama_takes_oath,True
6885d63183d393307f6f2206f0dfaccec2d09389.mp4,bb1de1926803eea0fa311556b1c991fab3a73396.flv,110.0,244.0,18.0,152.0,286,osama_bin_laden_is_dead_obama_speech_at_white_house,True
23b0c2b21d1471204cd3e3a1de22e8d98849abfe.flv,ee126b94478ec14c15bc7305974fbcfc07f4d40c.flv,0.0,147.0,91.0,239.0,689,scent_of_woman_tango,True
ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,c29e02d9e847bcde39ee667b454e4d67b22b105c.flv,311.0,523.0,0.0,204.0,702,scent_of_woman_tango,True
089bc4a7f6d8747dad92507019b100c5ec09a883.flv,,592.0,598.81,,,,president_obama_takes_oath,False
31a250020d2cd699bc5fc42897f7522043713cf5.flv,9f3d3762943c662470d78368a29a067952a97933.flv,8.0,47.0,10.0,51.0,636,saving_private_ryan_omaha_beach,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,f8190a5d3e36b6bf01db0a4033c917c5cef93bcc.flv,302.0,309.0,37.0,42.0,765,t-mac_13_points_in_35_seconds,True
50267c2376f0e05d38f8d468d4bb403fab5cc454.flv,9e9f2730f5f2bb277d07f7125372352597274f6b.flv,58.0,61.0,0.0,3.0,521,president_obama_takes_oath,True
a62ac3f909e921e2ae89e2ed4c272cfadab838a3.mp4,b4d71ae78d81a607ddc2951bfd0a2e3ce46e6d91.flv,94.0,146.0,121.0,173.0,941,the_last_samurai_last_battle,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,beb8ec624aae490c6f21a7bc7330da8e839623fb.mp4,96.0,115.0,12.0,31.0,801,t-mac_13_points_in_35_seconds,True
c6d6d37c73f364e3902407e1da07c8e354f66c13.flv,,508.0,518.0,,,,president_obama_takes_oath,False
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,cb593efe5b194fe67a8e5ffe33b35cca954cdcd4.flv,16.0,18.0,144.0,146.0,1298,zidane_headbutt,True
3325a3c9120eb6e7d55bf2963a52991f7f47538d.flv,ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,0.0,147.0,364.0,510.0,689,scent_of_woman_tango,True
e7957b138bcb543c63f100343c91d5731611c1ba.mp4,ffd89ce37eb32ff8748e5168da52b0e32dcd3022.mp4,9.0,19.0,0.0,11.0,267,obama_kicks_door,True
5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,9ad3cc564c4f1b52ce076068e3830a70b9abccbf.flv,73.0,80.0,73.0,77.0,765,t-mac_13_points_in_35_seconds,True
7c9d142bf1b1ede846c059117f422b1c8ea6bb9e.mp4,97429f47c45ec4da9849b7f4df36e22939649158.mp4,2.0,66.0,0.0,64.0,109,dove_evolution_commercial,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,0.0,8.0,61.0,69.0,269,obama_kicks_door,True
2bdf8029b38735a992a56e32cfc81466eea81286.flv,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,293.0,326.0,235.0,269.0,791,t-mac_13_points_in_35_seconds,True
1e2598afd4d6a8728d6c0076354477db59702a5a.flv,,12.0,27.0,,,,the_last_samurai_last_battle,False
1b1badb376661cc4822989e45505f66e23cb65e4.flv,ddf4ea3ad374dad0d4abc418418581632547f2fc.flv,374.0,510.0,0.0,137.0,687,scent_of_woman_tango,True
1b1badb376661cc4822989e45505f66e23cb65e4.flv,2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,368.0,510.0,166.0,266.0,674,scent_of_woman_tango,True
54f841cdb1b1a498c656bd541d23c690b70737bd.flv,d28c7952b8a60139126446bc81bff5ecebcf5129.flv,0.0,17.0,0.0,17.0,14,beckham_70_yard_goal,True
1d4062ded72a30caa898d2bb9c105994c8a96acc.flv,b728eae73b1705d4ef3884b5d536273c5cb47fbd.flv,0.0,87.0,0.0,87.0,503,president_obama_takes_oath,True
6a2f5ceaa65dd1187ff57ff1c1fccee9da91985b.flv,a8253d279cbeb3a29bd346b63083c054eab1407a.flv,0.0,22.0,10.0,32.0,183,kennedy_assassination_slow_motion,True
5d38467d3becf8273bd7ae9028a37fcb0cc3828b.flv,63407cc775874d569f82a2060c636b785c09a487.flv,42.0,49.0,18.0,25.0,16,beckham_70_yard_goal,True
4cfa923904010814758c07c039b0388ed0be08ec.flv,8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,50.0,60.0,273.0,283.0,114,dove_evolution_commercial,True
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,be51784c0b0676bf487376af362b088922efa954.flv,23.0,159.0,62.0,198.0,238,mr_and_mrs_smith_tango,True
54f841cdb1b1a498c656bd541d23c690b70737bd.flv,72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,0.0,17.0,3.0,24.0,14,beckham_70_yard_goal,True
659b7a2003008951009b3edb5b61b455abae21a8.flv,de04dd21b7ef63a37ae70770dc0cfa0b2c1f52fc.flv,0.0,86.0,0.0,32.0,1002,titanic_fly_scene,True
7caa7fcef0e0b17725a0bda8b101d819e6ca2dbd.flv,d2f4aca96d44a144b12abc300b781b8ff8bb0842.flv,0.0,234.0,8.0,242.0,235,mr_and_mrs_smith_tango,True
93cad7675cea2f7c761ad9fc2ee72baee61f38e3.flv,,82.0,97.0,,,,the_last_samurai_last_battle,False
23254771545e5d278548ba02d25d32add952b2a4.flv,7e4fe3c124a00ce43ce0b5b0aca342d79e3c1ed7.flv,32.0,34.0,86.0,88.0,163,infernal_affairs_1,True
1f025a1f075ff2d25d5469a1343932e09ea13b2a.flv,e2cecbbd4e5683a610152e4b0e83deaa5090384a.flv,23.0,142.0,0.0,119.0,507,president_obama_takes_oath,True
7ac8224504f430258be5cf7c3e21bd2611fa7c77.flv,,912.0,916.92,,,,run_forrest_fun,False
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv,7.0,9.0,11.0,13.0,219,maradona_hand_of_god,True
4ffe88b2da93f727952dc3104e70c0b0665d9e1a.flv,9026d2a43d0e645901aa9138136bbc1491856ffb.flv,0.0,24.0,3.0,27.0,21,beckham_70_yard_goal,True
bb1de1926803eea0fa311556b1c991fab3a73396.flv,,453.0,468.0,,,,osama_bin_laden_is_dead_obama_speech_at_white_house,False
170914a51f3b81a48ada1a1e8c6a97fc9d61e3c2.flv,c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,0.0,14.0,2.0,16.0,262,obama_kicks_door,True
de04dd21b7ef63a37ae70770dc0cfa0b2c1f52fc.flv,e0159f1fa526854a81158d9cef89e31d2d189bf1.mp4,0.0,68.0,0.0,154.0,999,titanic_fly_scene,True
10732a0e6a0edef9dcbb2155236e46a7ed5047c0.flv,cf2ead1b5a8474f80e34ea569c8dee86140828a6.flv,4.0,18.0,0.0,14.0,262,obama_kicks_door,True
50267c2376f0e05d38f8d468d4bb403fab5cc454.flv,54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,18.0,44.0,4.0,30.0,480,president_obama_takes_oath,True
a15a43f0cf9ce7eab781706a82ee0027d53aae4f.flv,ee417a6b882853ffcd3f78b380b0205a9411f4d6.flv,5.0,246.0,0.0,263.0,1149,troy_achilles_and_hector,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,90.0,99.0,177.0,186.0,776,t-mac_13_points_in_35_seconds,True
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,925548514617c04feb99967cd1d40d985c467a2f.flv,6.0,19.0,4.0,17.0,215,maradona_hand_of_god,True
5f8d7efc28c6dd3e20cfd0060177edcb243a0456.flv,cbe5dff0d1f7658b8e37d32ade9fd9b27a9f3fc9.flv,35.0,62.0,34.0,45.0,904,the_last_samurai_last_battle,True
3f4c158b7f419867204968bd5e1f70003fefc889.flv,66246823d79897fd7d93677c6c0244a3cbd4657f.flv,0.0,48.0,25.0,73.0,424,president_obama_takes_oath,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,900.0,915.0,,,,obama_kicks_door,False
1357538fd1fd2975a8b3f750d5f6b13695aa4e28.flv,63407cc775874d569f82a2060c636b785c09a487.flv,0.0,42.0,0.0,42.0,19,beckham_70_yard_goal,True
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,2d38fff9674d85ddccdd873df98475153c20aedd.flv,35.0,37.0,12.0,14.0,1298,zidane_headbutt,True
42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,233.0,249.0,54.0,69.0,809,t-mac_13_points_in_35_seconds,True
1e5aec100a5b897342a4be9246995fc16f784e66.flv,da8b354493c2707adb8f361814cd2af92a7a040d.flv,190.0,278.0,12.0,105.0,553,run_forrest_fun,True
7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,,372.0,372.9,,,,infernal_affairs_1,False
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,96.0,131.0,15.0,50.0,762,t-mac_13_points_in_35_seconds,True
8105112836d236b232243624663911147a944ed4.mp4,f39ab3318095c03b262a315d486a33dbcc41a535.flv,0.0,118.0,25.0,86.0,1003,titanic_fly_scene,True
4aec2dcc12e748c4d2ff51fd6e84fac3fd9b5748.flv,c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,0.0,14.0,2.0,16.0,262,obama_kicks_door,True
8eced8631e728d892ecce8b2d916e8f12c03f63b.flv,,217.0,232.0,,,,titanic_fly_scene,False
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,75.0,270.0,106.0,301.0,842,t-mac_13_points_in_35_seconds,True
96642d7998cdd226b395153b7d8f3d36655c0176.flv,aba6851ca7f78f3a83216005bef58766e3dfb26d.flv,76.0,88.0,76.0,80.0,573,saving_private_ryan_omaha_beach,True
8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,,54.0,69.0,,,,dove_evolution_commercial,False
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,f26a39de8e8ec290703f4937977fc17322974748.flv,19.0,33.0,0.0,14.0,262,obama_kicks_door,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1500.0,1515.0,,,,obama_kicks_door,False
e7957b138bcb543c63f100343c91d5731611c1ba.mp4,,110.0,125.0,,,,obama_kicks_door,False
48410b965d9e38987584d5ac39e3da0066a541df.flv,,217.0,232.0,,,,titanic_fly_scene,False
7fdf8f5e4fb91b1af5b016242ad70fd0d74abb42.flv,a8ede4918fb583e92125f6ead7e7cdf6f331084d.flv,98.0,253.0,0.0,200.0,1193,troy_achilles_and_hector,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,67a70784ba5e4a26b6a3d95900a6b737f92af14c.mp4,58.0,68.0,0.0,10.0,268,obama_kicks_door,True
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,,33.0,35.0,,,,zidane_headbutt,False
0b3f9e88e5ab73e19dc4d1a32115ea3457867128.flv,a15a43f0cf9ce7eab781706a82ee0027d53aae4f.flv,0.0,264.0,4.0,246.0,1149,troy_achilles_and_hector,True
931eee04c9bc764b3005c949528dec603d1d8394.flv,f30a503af68c95032a23557171ed7f788f0df018.flv,2.0,89.0,9.0,141.0,680,scent_of_woman_tango,True
436657d23d80e9dbce2df57db62a3b45e05d475e.flv,cbe5dff0d1f7658b8e37d32ade9fd9b27a9f3fc9.flv,155.0,264.0,93.0,143.0,918,the_last_samurai_last_battle,True
4376c0e8e1e226a63b6b2aac5c1962aa02028071.mp4,a9ef8194429b65cd61ce681caff308530c9fc8b3.flv,0.0,4.0,9.0,13.0,267,obama_kicks_door,True
131233edfdfe1756ea474dab9f3a70d8530433d7.flv,5ceebbdf8bac4c15ff4657c73feee58dedd67c78.flv,80.0,91.0,146.0,157.0,989,titanic_fly_scene,True
436657d23d80e9dbce2df57db62a3b45e05d475e.flv,cf6db37d583044431cc33c4c723988cb6c5edc46.flv,147.0,264.0,0.0,101.0,919,the_last_samurai_last_battle,True
d2015b438b70f022967713d6f977ebc67a16839e.flv,,45.0,60.0,,,,david_beckham_lights_the_olympic_torch,False
8105112836d236b232243624663911147a944ed4.mp4,c1ffd1a86d2b2451edda0bb4b25c914350aa9826.mp4,0.0,112.0,450.0,554.0,1081,titanic_fly_scene,True
d503fe96854919e67233ef3367d8fef6a23e0220.flv,f3c8c0c9b93e0a49d2508eee4aae618c1d69e082.flv,0.0,239.0,274.0,513.0,704,scent_of_woman_tango,True
9f7862bcee961fdec039a3f287ad7c8351cfbed9.flv,,190.0,205.0,,,,troy_achilles_and_hector,False
12e5b295f88e0c387a4326c73613b1c7a05f2eda.flv,8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,0.0,74.0,8.0,82.0,103,dove_evolution_commercial,True
1a9a30abe7dee2eaa52c82490ee117cc399f583e.flv,96642d7998cdd226b395153b7d8f3d36655c0176.flv,5.0,244.0,8.0,237.0,591,saving_private_ryan_omaha_beach,True
9f7862bcee961fdec039a3f287ad7c8351cfbed9.flv,ee417a6b882853ffcd3f78b380b0205a9411f4d6.flv,69.0,127.0,109.0,174.0,1158,troy_achilles_and_hector,True
3325a3c9120eb6e7d55bf2963a52991f7f47538d.flv,f3c8c0c9b93e0a49d2508eee4aae618c1d69e082.flv,0.0,147.0,365.0,512.0,689,scent_of_woman_tango,True
5c4792c066b3e445d46c603878b1be0a33808111.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,0.0,10.0,9.0,19.0,209,maradona_hand_of_god,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,151.0,175.0,210.0,234.0,790,t-mac_13_points_in_35_seconds,True
39c96fc7117a0ff1fdc02637285c13d8efe7ce93.flv,be51784c0b0676bf487376af362b088922efa954.flv,2.0,14.0,0.0,12.0,237,mr_and_mrs_smith_tango,True
06f0dd6a00b38b553844d0550696e5ce1fb448b6.flv,,66.0,81.0,,,,obama_kicks_door,False
694b83f937e8ae9a390c5ed1004d5ef1f8643ae4.flv,,250.0,265.0,,,,saving_private_ryan_omaha_beach,False
2e246b45e7dfba0a7cfb2beb557c40d81dc02c99.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,18.0,27.0,1.0,10.0,211,maradona_hand_of_god,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,d28c7952b8a60139126446bc81bff5ecebcf5129.flv,64.0,72.0,31.0,39.0,25,beckham_70_yard_goal,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,67a70784ba5e4a26b6a3d95900a6b737f92af14c.mp4,22.0,32.0,0.0,10.0,268,obama_kicks_door,True
89b40b8ef5ec589cd8e4ebe5970e6b488f6b31ad.flv,91b2f55c188b8aa362fd2d2ac6bd08dbe7146bd5.flv,207.0,329.0,0.0,123.0,283,osama_bin_laden_is_dead_obama_speech_at_white_house,True
a86c9e954e46fae7936a0e70a2ecc1914a2f43e1.flv,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,79.0,85.0,39.0,45.0,1186,troy_achilles_and_hector,True
1ca9e47028d5d38e082ff7fbac68fb24d4bafc4f.mp4,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,57.0,60.0,55.0,58.0,683,scent_of_woman_tango,True
b65af0803a5dcaac7776b7c8648091ca3bec8471.mp4,,141.0,156.0,,,,osama_bin_laden_is_dead_obama_speech_at_white_house,False
2bdf8029b38735a992a56e32cfc81466eea81286.flv,9ad3cc564c4f1b52ce076068e3830a70b9abccbf.flv,117.0,123.0,22.0,27.0,792,t-mac_13_points_in_35_seconds,True
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,,77.0,83.76,,,,zidane_headbutt,False
7759574accbb8bf3b47365c39f31ba8a728481c4.flv,,257.0,257.79,,,,saving_private_ryan_omaha_beach,False
487be7c83186caba89dc3004a1bd24350e35a099.flv,cac9dff859597360de5a5f011139c845c0d08e6c.flv,0.0,74.0,0.0,74.0,103,dove_evolution_commercial,True
868f1ff130f7a0215de9abfacca746f96c4cd85d.flv,a15a43f0cf9ce7eab781706a82ee0027d53aae4f.flv,0.0,142.0,65.0,244.0,1122,troy_achilles_and_hector,True
bf9df08bb9164d1b971557a9b9f6140096c92b0c.mp4,,135.0,150.0,,,,dove_evolution_commercial,False
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,46fa74f0aa8e67c49c64802317c4de3894f0e1b9.flv,8.0,82.0,0.0,74.0,103,dove_evolution_commercial,True
b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,,0.0,11.0,,,,t-mac_13_points_in_35_seconds,False
7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,6.0,14.0,16.0,24.0,107,dove_evolution_commercial,True
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,51dabd8f940a75182408db600fa74a5cfc9b3d29.flv,0.0,71.0,105.0,175.0,961,the_pursuit_of_happyness_-_job_interview,True
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv,0.0,9.0,3.0,12.0,211,maradona_hand_of_god,True
0e3aee10650afd14d9a2d8b1440924c7968dd0ee.flv,90d2508777b93f5acace5694e70a2bb00efad351.flv,14.0,32.0,35.0,54.0,59,bolt_beijing_100m,True
e7831eba03ee7083a9d547fdde6adadaa05f3eeb.flv,,244.0,259.0,,,,saving_private_ryan_omaha_beach,False
28a7b8e86a5bc14c3668248d3a1395af9d58cdcb.mp4,89b40b8ef5ec589cd8e4ebe5970e6b488f6b31ad.flv,94.0,654.0,1.0,561.0,308,osama_bin_laden_is_dead_obama_speech_at_white_house,True
0b3f9e88e5ab73e19dc4d1a32115ea3457867128.flv,a86c9e954e46fae7936a0e70a2ecc1914a2f43e1.flv,2.0,264.0,0.0,262.0,1161,troy_achilles_and_hector,True
84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,0.0,9.0,0.0,9.0,211,maradona_hand_of_god,True
0b3f9e88e5ab73e19dc4d1a32115ea3457867128.flv,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,18.0,37.0,19.0,38.0,1164,troy_achilles_and_hector,True
42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,19.0,26.0,12.0,19.0,784,t-mac_13_points_in_35_seconds,True
4a84b3090139a049a0dfd9cd4ae6db8b446fec99.flv,,311.0,324.97,,,,the_last_samurai_last_battle,False
7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,8870293c58fbed9cc03a738577e5802164199d8b.flv,0.0,1.0,2.0,3.0,106,dove_evolution_commercial,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,963f76298aaaab30e407bfe87eb25f3f2621d52d.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
4ebe32fc10f0594a6d6a54df8617d38c2806ec9e.flv,cac9dff859597360de5a5f011139c845c0d08e6c.flv,0.0,70.0,4.0,74.0,104,dove_evolution_commercial,True
9b15a52652373497a10b8915b8cc025967962b72.flv,b053607f9eae018c3916d3fdb0ccb1dc49777456.flv,19.0,21.0,15.0,17.0,1126,troy_achilles_and_hector,True
487be7c83186caba89dc3004a1bd24350e35a099.flv,707ffde910facfe859304ae491bc154ab33dd2de.flv,0.0,74.0,0.0,74.0,103,dove_evolution_commercial,True
74018dcbf908a0a0319e889a70a920896b63ed99.flv,f9395fd63d7f59cae6103cfb00e116b4a1d0be5e.flv,31.0,42.0,85.0,96.0,23,beckham_70_yard_goal,True
0ed02c5bbb500542f88f0d7285e56e1186ac9bf5.flv,5a6a49b7660b858476a69819cdf15a13ecf13c36.mp4,13.0,20.0,39.0,46.0,1317,zidane_headbutt,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,86a3afc4f23edb7fa6919bd7371ea7d5f4a946f9.flv,19.0,33.0,0.0,14.0,262,obama_kicks_door,True
74018dcbf908a0a0319e889a70a920896b63ed99.flv,e6f1dd4881c0088d861763dadd83db04fb353500.flv,0.0,18.0,3.0,21.0,14,beckham_70_yard_goal,True
67f1feff7f624cf0b9ac2ebaf49f547a922b4971.flv,e8e7aaf3d965501ca315099c1d2b4c8fe12cce68.flv,59.0,122.0,0.0,63.0,177,infernal_affairs_1,True
13f06a567cbee6f40952cc13817a7774caa72903.flv,b91aa7020c5dd0a6518d11f745b275363f854bce.flv,12.0,18.0,13.0,19.0,1309,zidane_headbutt,True
bdce7faffa2ce63db64ddab4fa10ac6752079020.flv,,210.0,225.0,,,,saving_private_ryan_omaha_beach,False
487be7c83186caba89dc3004a1bd24350e35a099.flv,7c9d142bf1b1ede846c059117f422b1c8ea6bb9e.mp4,0.0,64.0,2.0,66.0,109,dove_evolution_commercial,True
c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,d4ff86e0f64fcf4d664f3199e19bd6a38482c3e1.flv,2.0,16.0,5.0,19.0,262,obama_kicks_door,True
c93fd45d975f63d8341fe603023a9d0258b4e02b.flv,d2442b3cf9396f6ae26a92e9165c8798297384ed.mp4,0.0,51.0,44.0,92.0,1014,titanic_fly_scene,True
2bdf8029b38735a992a56e32cfc81466eea81286.flv,beb8ec624aae490c6f21a7bc7330da8e839623fb.mp4,96.0,115.0,12.0,31.0,801,t-mac_13_points_in_35_seconds,True
911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,97f5900df59435bc1230615987e24858e9a37f67.flv,54.0,60.0,24.0,30.0,1128,troy_achilles_and_hector,True
49eccab61ab137fc0ab04c8029e3caec0fa2b35f.flv,cb593efe5b194fe67a8e5ffe33b35cca954cdcd4.flv,8.0,11.0,35.0,43.0,1298,zidane_headbutt,True
8e4dcdacc0266b4836101656bcd0fd7721918e40.flv,ccc879ecfb35a1a77667dd8357b71a930c19092c.flv,62.0,277.0,0.0,157.0,1211,troy_achilles_and_hector,True
7a80366e144e759603a9ebecfd91848196e255d2.flv,,317.0,332.0,,,,infernal_affairs_1,False
7f520561558b365860cb88d5eb3e1e277f6a6a29.flv,b9d57bdc2d729020825f9617089e1aee6be798fe.flv,0.0,12.0,243.0,255.0,699,scent_of_woman_tango,True
296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,b4adf259a412ffc4cfbfecd4bc14693b683791b0.flv,0.0,4.0,9.0,13.0,267,obama_kicks_door,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,38.0,52.0,29.0,43.0,262,obama_kicks_door,True
976d46d661538fdfcff23979d4c0d9fff5fb5ee8.flv,ffc734ab3e218f50f27286750b42a924fa151ef5.flv,59.0,236.0,1.0,171.0,952,the_legend_of_1900_magic_waltz,True
4b8d5281f2235a0da86a784857fb44a7e5725c21.flv,90b2f3863d924c7aef594b86c1d3a10092ff141e.mp4,108.0,128.0,166.0,186.0,1009,titanic_fly_scene,True
bb604f57a18455867544e79c2e32bf5583c358d4.flv,e901a631b00f4ad0c9d161d686fac1339e1e3535.flv,326.0,328.0,0.0,2.0,6,baggio_penalty_1994,True
2e246b45e7dfba0a7cfb2beb557c40d81dc02c99.flv,,56.0,71.0,,,,maradona_hand_of_god,False
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,202.0,217.0,54.0,69.0,809,t-mac_13_points_in_35_seconds,True
b441a4e7885a6735296550f6e765a3fc1da1947b.flv,b90b0fdb3035754c78e100577387be7c39ea2404.flv,56.0,229.0,0.0,182.0,953,the_legend_of_1900_magic_waltz,True
